Copier Margin,Block Number,Cumulative Copier Dividends,Cumulative Average Delegate Dividends,Gini Coefficient,Encryption Window,Encryption Window Length
0,3600360,1728.0,2903.091385827947,0.0000,1,1
0,3615480,125355.0,125502.78724611066,0.2745,2,42
0,3622320,56742.0,56921.77156128272,0.2993,3,19
0,3652920,255513.0,258426.41684692632,0.3252,4,85
0,3668040,119273.0,119886.91725759093,0.1858,5,42
0,3690360,185320.0,185390.94110775387,0.2701,6,62
0,3701880,95911.0,95913.06489378847,0.2860,7,32
0,3731760,245845.0,248976.8649179768,0.2994,8,83
0.0100000000000000002,3600360,1728.0,2903.091385827947,0.0000,1,1
0.0100000000000000002,3614040,114485.0,113500.07719314173,0.2138,2,38
0.0100000000000000002,3620880,57377.0,56890.18999649039,0.2324,3,19
0.0100000000000000002,3651120,255724.0,255272.81186961435,0.3179,4,84
0.0100000000000000002,3663000,95006.0,94137.82306984407,0.1392,5,33
0.0100000000000000002,3668040,41462.0,41882.19328684312,0.2539,6,14
0.0100000000000000002,3688920,175343.0,173750.39860881682,0.2325,7,58
0.0100000000000000002,3694680,48370.0,47942.585152814,0.2059,8,16
0.0100000000000000002,3723480,240515.0,239784.96061157365,0.2964,9,80
0.0100000000000000002,3743640,160905.0,159849.2625473393,0.2265,10,56
0.0200000000000000004,3600360,1728.0,2903.091385827947,0.0000,1,1
0.0200000000000000004,3612240,100450.0,98517.73814696622,0.1756,2,33
0.0200000000000000004,3620520,70072.0,68836.32823113716,0.1977,3,23
0.0200000000000000004,3650400,255780.0,252129.65750740265,0.3098,4,83
0.0200000000000000004,3651120,5150.0,5733.117338753613,0.0921,5,2
0.0200000000000000004,3660480,79128.0,77673.77992693243,0.1328,6,26
0.0200000000000000004,3668400,66718.0,65896.66885494777,0.2457,7,22
0.0200000000000000004,3690360,185988.0,182687.10839205378,0.2235,8,61
0.0200000000000000004,3697920,64014.0,62900.43818802512,0.1606,9,21
0.0200000000000000004,3727440,248616.0,245699.14993337984,0.2914,10,82
0.0299999999999999989,3600360,1728.0,2903.091385827947,0.0000,1,1
0.0299999999999999989,3611160,91979.0,89530.49688055067,0.1648,2,30
0.0299999999999999989,3620520,80068.0,77772.98436258812,0.2013,3,26
0.0299999999999999989,3650040,255780.0,248990.43321609372,0.3059,4,82
0.0299999999999999989,3651120,8388.0,8569.455036682297,0.2990,5,3
0.0299999999999999989,3657600,55324.0,53748.78375475626,0.1629,6,18
0.0299999999999999989,3666240,73972.0,71828.43632160424,0.2125,7,24
0.0299999999999999989,3668040,15031.0,14984.87973893439,0.2632,8,5
0.0299999999999999989,3685320,147964.0,143677.55840007713,0.2241,9,48
0.0299999999999999989,3698280,110758.0,107776.92607355805,0.1699,10,36
0.0299999999999999989,3727440,248390.0,242568.74786793656,0.2863,11,81
0.04000000000000000083,3600360,1728.0,2903.091385827947,0.0000,1,1
0.04000000000000000083,3610080,83519.0,80542.64545775832,0.1630,2,27
0.04000000000000000083,3615840,49743.0,47837.13557932131,0.2538,3,16
0.04000000000000000083,3619800,33996.0,32904.67746912165,0.1610,4,11
0.04000000000000000083,3648600,250742.0,242949.82560726223,0.3087,5,80
0.04000000000000000083,3651480,23148.0,22816.267305228335,0.3113,6,8
0.04000000000000000083,3655440,34090.0,32833.16834726939,0.2104,7,11
0.04000000000000000083,3664440,77775.0,74786.51324218947,0.2485,8,25
0.04000000000000000083,3668040,30377.0,29954.84346448076,0.2203,9,10
0.04000000000000000083,3683880,136852.0,131646.66229330766,0.2384,10,44
0.04000000000000000083,3689280,46513.0,44889.860445827435,0.2610,11,15
0.04000000000000000083,3696120,59113.0,56852.81802986296,0.2070,12,19
0.04000000000000000083,3724560,245746.0,236403.85804294184,0.3125,13,79
0.0500000000000000028,3600360,1728.0,2903.091385827947,0.0000,1,1
0.0500000000000000028,3609000,74999.0,71557.4295792644,0.1717,2,24
0.0500000000000000028,3618720,84714.0,80686.91809975693,0.2323,3,27
0.0500000000000000028,3621960,28194.0,26905.34959989186,0.1781,4,9
0.0500000000000000028,3651120,255566.0,245869.1927912697,0.3069,5,81
0.0500000000000000028,3654720,29889.0,28477.589790683745,0.2109,6,10
0.0500000000000000028,3663000,72014.0,68617.67673337836,0.2390,7,23
0.0500000000000000028,3666600,31311.0,29906.17842663712,0.2446,8,10
0.0500000000000000028,3666960,3085.0,2993.191823304015,0.0000,9,1
0.0500000000000000028,3668040,9337.0,8975.824176264987,0.1596,10,3
