Copier Margin,Block Number,Cumulative Copier Dividends,Cumulative Average Delegate Dividends,Gini Coefficient,Encryption Window,Encryption Window Length
0,3600360,2540.0,2866.274303108831,0.0000,1,1
0,3609360,74700.0,74701.64551005741,0.2709,2,25
0,3620880,95809.0,95844.76896991563,0.2713,3,32
0,3631680,89687.0,89881.81950752683,0.2856,4,30
0,3637080,44865.0,44946.871086297026,0.2765,5,15
0,3646440,77884.0,77905.44839276491,0.2623,6,26
0,3658680,101651.0,101894.98152713242,0.2806,7,34
0,3668400,80797.0,80925.56038449549,0.2845,8,27
0,3677760,77729.0,77937.69111987384,0.2868,9,26
0,3692520,122749.0,122900.65493626903,0.2711,10,41
0,3702240,80882.0,80943.85182934505,0.2938,11,27
0,3711960,80927.0,80949.66180758139,0.2797,12,27
0,3722400,86698.0,86964.99142911253,0.2660,13,29
0,3731760,77852.0,77970.95175540376,0.3159,14,26
0.0100000000000000002,3600360,2540.0,2866.274303108831,0.0000,1,1
0.0100000000000000002,3608640,69196.0,68703.34644760049,0.2187,2,23
0.0100000000000000002,3618360,81518.0,80836.78340099906,0.2081,3,27
0.0100000000000000002,3625920,63460.0,62884.9462738001,0.1694,4,21
0.0100000000000000002,3633120,60273.0,59903.337932591,0.2096,5,20
0.0100000000000000002,3638160,42305.0,41930.58704328266,0.2978,6,14
0.0100000000000000002,3648600,87558.0,86863.15629331465,0.2282,7,29
0.0100000000000000002,3656520,66400.0,65904.58151168669,0.2068,8,22
0.0100000000000000002,3664440,66463.0,65906.39266694678,0.2118,9,22
0.0100000000000000002,3675240,90695.0,89876.04464015807,0.2081,10,30
0.0100000000000000002,3688200,108836.0,107861.01888852761,0.1953,11,36
0.0100000000000000002,3697200,75634.0,74910.20538941384,0.1757,12,25
0.0100000000000000002,3705480,69514.0,68926.947446816,0.2052,13,23
0.0100000000000000002,3717360,99882.0,98894.66132026735,0.1776,14,33
0.0100000000000000002,3725280,66419.0,65946.87145233026,0.2123,15,22
0.0100000000000000002,3728520,27186.0,26980.25143592913,0.1784,16,9
0.0100000000000000002,3733920,45329.0,44967.243102924,0.1755,17,15
0.0100000000000000002,3743640,81681.0,80945.45808053036,0.2075,18,27
0.0200000000000000004,3600360,2540.0,2866.274303108831,0.0000,1,1
0.0200000000000000004,3607200,57818.0,56724.14791598885,0.1897,2,19
0.0200000000000000004,3613320,51811.0,50874.25227720802,0.1382,3,17
0.0200000000000000004,3619080,48738.0,47891.81696046023,0.1784,4,16
0.0200000000000000004,3623400,36543.0,35922.129035857266,0.1741,5,12
0.0200000000000000004,3631320,67056.0,65856.23268444951,0.1887,6,22
0.0200000000000000004,3636720,45125.0,44934.360663942425,0.2188,7,15
0.0200000000000000004,3637080,1770.0,3055.0953653501906,0.0000,8,1
0.0200000000000000004,3637440,3001.0,2996.2464205678216,0.0000,9,1
0.0200000000000000004,3646440,76138.0,74850.85836053095,0.1934,10,25
0.0200000000000000004,3656520,85275.0,83840.27111422506,0.1901,11,28
0.0200000000000000004,3663360,57884.0,56896.35091140483,0.1884,12,19
0.0200000000000000004,3673440,85503.0,83843.02303608479,0.1815,13,28
0.0200000000000000004,3679920,54967.0,53904.962409455875,0.1588,14,18
0.0200000000000000004,3689640,82460.0,80861.695804105,0.1616,15,27
0.0200000000000000004,3697200,64042.0,62901.82722404576,0.2417,16,21
0.0200000000000000004,3704400,61024.0,59909.52322463347,0.1869,17,20
0.0200000000000000004,3714120,82472.0,80878.53659722455,0.1610,18,27
0.0200000000000000004,3722400,70032.0,68914.27614998068,0.1846,19,23
0.0200000000000000004,3728880,54946.0,53931.05725886671,0.2051,20,18
0.0200000000000000004,3731040,18313.0,17978.523148798726,0.1877,21,6
0.0200000000000000004,3741840,91685.0,89891.12340678503,0.1559,22,30
0.0299999999999999989,3600360,2540.0,2866.274303108831,0.0000,1,1
0.0299999999999999989,3606120,49166.0,47745.22605164198,0.2028,2,16
0.0299999999999999989,3612600,55348.0,53842.93730420366,0.1604,3,18
0.0299999999999999989,3618360,49214.0,47869.009717351604,0.1702,4,16
0.0299999999999999989,3623400,43124.0,41885.43485889318,0.1622,5,14
0.0299999999999999989,3630600,61401.0,59848.4838547184,0.1842,6,20
0.0299999999999999989,3636720,51603.0,50903.41281613361,0.2059,7,17
0.0299999999999999989,3637080,1770.0,3055.0935792054443,0.0000,8,1
0.0299999999999999989,3637440,3001.0,2996.2458182918667,0.0000,9,1
0.0299999999999999989,3645360,67675.0,65836.96323241822,0.1954,10,22
0.0299999999999999989,3654000,73833.0,71827.15629464989,0.1951,11,24
0.0299999999999999989,3659040,43055.0,41904.285738405684,0.1717,12,14
0.0299999999999999989,3664080,43060.0,41907.67455396743,0.1637,13,14
0.0299999999999999989,3672000,67717.0,65852.40253460413,0.1918,14,22
0.0299999999999999989,3677400,46232.0,44900.25815046375,0.1831,15,15
0.0299999999999999989,3686400,77031.0,74838.05756139616,0.2005,16,25
0.0299999999999999989,3693960,64619.0,62873.25925923099,0.1666,17,21
0.0299999999999999989,3700080,52387.0,50897.28309572011,0.1811,18,17
0.0299999999999999989,3706560,55392.0,53898.01333485185,0.1702,19,18
0.0299999999999999989,3714480,67726.0,65877.94916034033,0.1942,20,22
0.0299999999999999989,3722760,70722.0,68882.06130238697,0.1752,21,23
0.0299999999999999989,3728160,46133.0,44926.570708597195,0.2011,22,15
0.0299999999999999989,3731760,30803.0,29950.537135804312,0.1865,23,10
0.0299999999999999989,3740760,76960.0,74883.78256780215,0.1590,24,25
0.04000000000000000083,3600360,2540.0,2866.274303108831,0.0000,1,1
