Copier Margin,Block Number,Cumulative Copier Dividends,Cumulative Average Delegate Dividends,Gini Coefficient,Encryption Window,Black Box Age
0,3600360,2651.0,2861.195808153406,0.0000,1,1
0,3627000,221028.0,221098.09669739485,0.2612,2,74
0,3655800,238848.0,239696.58650777733,0.2106,3,80
0,3656160,2672.0,2862.685505121256,0.0000,4,1
0,3675960,164098.0,164483.9553464193,0.3403,5,55
0,3692160,134821.0,134906.049068836,0.3007,6,45
0,3704400,101851.0,101969.41688135843,0.2002,7,34
0,3728160,197946.0,197950.62036517443,0.2355,8,66
0.0100000000000000002,3600360,2651.0,2861.195808153406,0.0000,1,1
0.0100000000000000002,3624120,199020.0,197111.8981176068,0.1999,2,66
0.0100000000000000002,3652200,235579.0,233557.94765052805,0.1607,3,78
0.0100000000000000002,3652560,2783.0,2857.438672858271,0.0000,4,1
0.0100000000000000002,3674160,180611.0,179350.83717543643,0.2468,5,60
0.0100000000000000002,3692520,154167.0,152824.81376328858,0.2152,6,51
0.0100000000000000002,3701880,78613.0,77943.26157025462,0.1167,7,26
0.0100000000000000002,3706920,42352.0,41976.083245060814,0.1889,8,14
0.0100000000000000002,3735360,238309.0,236896.7751477178,0.2227,9,79
0.0100000000000000002,3735720,2599.0,2869.354738643801,0.0000,10,1
0.0200000000000000004,3600360,2651.0,2861.195808153406,0.0000,1,1
0.0200000000000000004,3621600,179637.0,176128.37582102418,0.1796,2,59
0.0200000000000000004,3647520,219622.0,215483.2238439053,0.1441,3,72
0.0200000000000000004,3673080,216505.0,212606.67023224675,0.1946,4,71
0.0200000000000000004,3688200,128158.0,125815.20362637319,0.1978,5,42
0.0200000000000000004,3699360,94602.0,92886.99835166933,0.1802,6,31
0.0200000000000000004,3709440,85479.0,83903.46139202306,0.1587,7,28
0.0200000000000000004,3737880,239070.0,236870.93672515792,0.2132,8,79
0.0200000000000000004,3738240,2602.0,2869.3219408677933,0.0000,9,1
0.0299999999999999989,3600360,2651.0,2861.195808153406,0.0000,1,1
0.0299999999999999989,3619080,159790.0,155165.26060431227,0.1823,2,52
0.0299999999999999989,3640680,184824.0,179484.85657028662,0.1656,3,60
0.0299999999999999989,3661560,178439.0,173591.50943032617,0.1744,4,58
0.0299999999999999989,3677040,132380.0,128739.37734240878,0.3282,5,43
0.0299999999999999989,3685320,70860.0,68873.84554506726,0.1930,6,23
0.0299999999999999989,3695760,89386.0,86850.31541685702,0.2079,7,29
0.0299999999999999989,3705480,83199.0,80867.10845285452,0.2124,8,27
0.0299999999999999989,3726720,181924.0,176733.079548252,0.2157,9,59
0.04000000000000000083,3600360,2651.0,2861.195808153406,0.0000,1,1
