Copier Margin,Block Number,Cumulative Copier Dividends,Cumulative Average Delegate Dividends,Gini Coefficient,Encryption Window,Black Box Age
0,3600360,2554.0,2865.56735235809,0.0000,1,1
0,3618360,149325.0,149401.37599873063,0.2521,2,50
0,3639960,179521.0,179717.44782221373,0.2418,3,60
0,3657600,146608.0,146807.99124946585,0.2475,4,49
0,3667320,80892.0,80905.64117116749,0.3198,5,27
0,3681000,113832.0,113876.08100766894,0.2535,6,38
0,3682800,14967.0,14986.21136256993,0.2570,7,5
0,3700440,146847.0,146852.89864871002,0.2529,8,49
0,3710160,80880.0,80929.89029752955,0.2378,9,27
0,3726360,134847.0,134888.70805839368,0.2512,10,45
0,3741480,125888.0,125909.71524937407,0.2612,11,42
0.0100000000000000002,3600360,2554.0,2865.56735235809,0.0000,1,1
0.0100000000000000002,3614760,120581.0,119470.02805229269,0.1411,2,40
0.0100000000000000002,3637440,190167.0,188619.36614902518,0.1843,3,63
0.0100000000000000002,3651840,120895.0,119785.10974190396,0.1725,4,40
0.0100000000000000002,3657960,51399.0,50915.24395729371,0.1350,5,17
0.0100000000000000002,3665880,66538.0,65894.81331086505,0.2161,6,22
0.0100000000000000002,3681000,126823.0,125814.4253248856,0.2074,7,42
0.0100000000000000002,3682440,12032.0,11986.192362009582,0.1396,8,4
0.0100000000000000002,3697920,129942.0,128820.41577246245,0.1839,9,43
0.0100000000000000002,3707280,78568.0,77898.92510645298,0.2106,10,26
0.0100000000000000002,3724200,142102.0,140821.0432859591,0.2108,11,47
0.0100000000000000002,3741120,142059.0,140838.84553976153,0.2203,12,47
0.0200000000000000004,3600360,2554.0,2865.56735235809,0.0000,1,1
0.0200000000000000004,3612240,100452.0,98517.45325511399,0.1318,2,33
0.0200000000000000004,3636360,204345.0,200487.22122289185,0.2359,3,67
0.0200000000000000004,3646080,82343.0,80820.58540473391,0.1542,4,27
0.0200000000000000004,3659760,115944.0,113753.9376427332,0.1869,5,38
0.0200000000000000004,3663360,30534.0,29938.734219730446,0.1858,6,10
0.0200000000000000004,3680640,146552.0,143702.73299761117,0.2572,7,48
0.0200000000000000004,3681720,9096.0,8986.224624196473,0.1160,8,3
0.0200000000000000004,3688560,58016.0,56893.22699323722,0.1515,9,19
0.0200000000000000004,3697920,79303.0,77859.01927447613,0.1623,10,26
0.0200000000000000004,3705840,67070.0,65886.9332729988,0.1838,11,22
0.0200000000000000004,3721320,131306.0,128774.34225561647,0.1963,12,43
0.0200000000000000004,3739680,155672.0,152750.2943728298,0.1839,13,51
0.0299999999999999989,3600360,2554.0,2865.56735235809,0.0000,1,1
0.0299999999999999989,3609000,73741.0,71617.30481900972,0.1696,2,24
0.0299999999999999989,3626280,147798.0,143565.95897661266,0.1854,3,48
0.0299999999999999989,3643920,150896.0,146594.52127277091,0.1944,4,49
0.0299999999999999989,3651480,64693.0,62834.20331313445,0.1942,5,21
0.0299999999999999989,3656160,39979.0,38903.57839041507,0.1668,6,13
0.0299999999999999989,3663360,61607.0,59848.58744521131,0.1998,7,20
0.0299999999999999989,3679200,135527.0,131670.90867241763,0.2706,8,44
0.0299999999999999989,3680640,12264.0,11975.01579130143,0.1197,9,4
0.0299999999999999989,3681720,9151.0,8983.66139053555,0.0796,10,3
0.0299999999999999989,3686040,36947.0,35918.33769445626,0.1922,11,12
0.0299999999999999989,3698640,107824.0,104757.05024755839,0.1770,12,35
0.0299999999999999989,3704760,52338.0,50888.93654447325,0.1707,13,17
0.0299999999999999989,3716640,101644.0,98785.47673572309,0.2330,14,33
0.0299999999999999989,3725280,73865.0,71856.6093959478,0.1730,15,24
0.0299999999999999989,3738240,110798.0,107786.01713330617,0.1957,16,36
0.04000000000000000083,3600360,2554.0,2865.56735235809,0.0000,1,1
0.04000000000000000083,3606840,55771.0,53691.238608408974,0.2043,2,18
0.04000000000000000083,3621600,127391.0,122574.15388213076,0.1913,3,41
0.04000000000000000083,3639600,155174.0,149526.14245755802,0.2007,4,50
0.04000000000000000083,3647880,71518.0,68784.29999068611,0.2279,5,23
0.04000000000000000083,3656520,74512.0,71785.59553538963,0.2047,6,24
0.04000000000000000083,3662280,49740.0,47857.34109470486,0.2327,7,16
0.04000000000000000083,3673800,99495.0,95716.28226300512,0.2744,8,32
0.04000000000000000083,3676680,24873.0,23931.729518438846,0.1746,9,8
0.04000000000000000083,3682080,46562.0,44876.61305736314,0.1902,10,15
0.04000000000000000083,3687120,43513.0,41885.336215861695,0.2102,11,14
0.04000000000000000083,3694320,62188.0,59834.89299447402,0.2066,12,20
0.04000000000000000083,3702600,71355.0,68821.31623793406,0.2341,13,23
0.04000000000000000083,3703680,9195.0,8982.744046331869,0.1226,14,3
0.04000000000000000083,3705840,18613.0,17954.839377603006,0.1852,15,6
0.04000000000000000083,3717360,99574.0,95745.16758865473,0.2255,16,32
0.04000000000000000083,3724200,59092.0,56857.65820497714,0.2019,17,19
0.04000000000000000083,3731760,65322.0,62842.08610861261,0.2614,18,21
0.04000000000000000083,3740760,77730.0,74818.11609693384,0.1962,19,25
0.0500000000000000028,3600360,2554.0,2865.56735235809,0.0000,1,1
0.0500000000000000028,3605400,43765.0,41741.54683355849,0.2377,2,14
0.0500000000000000028,3617280,103494.0,98611.76499104203,0.2197,3,33
0.0500000000000000028,3632040,128578.0,122543.39592443043,0.1873,4,41
0.0500000000000000028,3639240,62653.0,59787.763690438995,0.1823,5,20
0.0500000000000000028,3645360,53326.0,50818.861228807524,0.2448,6,17
0.0500000000000000028,3653280,68990.0,65769.6354072573,0.2570,7,22
0.0500000000000000028,3657600,37660.0,35875.23930770813,0.2459,8,12
0.0500000000000000028,3662280,40681.0,38873.08845305986,0.2219,9,13
0.0500000000000000028,3665520,28250.0,26907.99117681477,0.2101,10,9
0.0500000000000000028,3676320,94000.0,89706.22973493538,0.2206,11,30
0.0500000000000000028,3680640,37500.0,35889.17736144418,0.2411,12,12
0.0500000000000000028,3681360,6208.0,5983.9699535561285,0.0736,13,2
0.0500000000000000028,3681720,3079.0,2993.2369464007397,0.0000,14,1
0.0500000000000000028,3684240,21936.0,20934.01125895075,0.2340,15,7
0.0500000000000000028,3692520,72112.0,68780.28908479947,0.2635,16,23
