Copier Margin,Block Number,Cumulative Copier Dividends,Cumulative Average Delegate Dividends,Gini Coefficient,Encryption Window,Black Box Age
0,3600360,2585.0,2864.1054663958175,0.0000,1,1
0,3610800,86599.0,86654.76122642368,0.3104,2,29
0,3629520,155598.0,155739.9078749697,0.2255,3,52
0,3634560,41889.0,41941.209130694806,0.2699,4,14
0,3648960,119709.0,119834.14510136965,0.2989,5,40
0,3662640,113836.0,113845.03990583972,0.2660,6,38
0,3691800,241756.0,242737.98034064987,0.2418,7,81
0,3692160,2595.0,2865.405111103823,0.0000,8,1
0,3717360,209230.0,209273.79293528723,0.2990,9,70
0.0100000000000000002,3600360,2585.0,2864.1054663958175,0.0000,1,1
0.0100000000000000002,3609000,72396.0,71680.24694044297,0.2147,2,24
0.0100000000000000002,3623760,123836.0,122740.31861099205,0.1288,3,41
0.0100000000000000002,3631680,66267.0,65884.14276986159,0.2381,4,22
0.0100000000000000002,3634200,21122.0,20962.740144409185,0.1846,5,7
0.0100000000000000002,3646080,99749.0,98816.07408308268,0.2598,6,33
0.0100000000000000002,3653640,63411.0,62890.45005619473,0.1595,7,21
0.0100000000000000002,3666960,111843.0,110805.05136799824,0.2088,8,37
0.0100000000000000002,3695400,236561.0,236710.4402059695,0.2003,9,79
0.0100000000000000002,3695760,2652.0,2862.880693575149,0.0000,10,1
0.0100000000000000002,3717000,178034.0,176314.10583115183,0.1004,11,59
0.0200000000000000004,3600360,2585.0,2864.1054663958175,0.0000,1,1
0.0200000000000000004,3607920,63881.0,62695.0072627179,0.1907,2,21
0.0200000000000000004,3616560,73214.0,71814.5663550077,0.1713,3,24
0.0200000000000000004,3631320,125065.0,122703.7101382858,0.2331,4,41
0.0200000000000000004,3634200,24319.0,23948.771301476387,0.1529,5,8
0.0200000000000000004,3645360,94454.0,92791.4723505375,0.2524,6,31
0.0200000000000000004,3649680,36635.0,35918.58115209416,0.1949,7,12
0.0200000000000000004,3663360,115852.0,113751.4146549347,0.1979,8,38
0.0200000000000000004,3692160,241346.0,239619.59064308403,0.2302,9,80
0.0200000000000000004,3692520,2617.0,2864.410145355377,0.0000,10,1
0.0200000000000000004,3708720,137019.0,134419.38047743417,0.1523,11,45
0.0200000000000000004,3728880,170944.0,167670.79730514783,0.1831,12,56
0.0299999999999999989,3600360,2585.0,2864.1054663958175,0.0000,1,1
0.0299999999999999989,3606840,55290.0,53713.27419208992,0.1906,2,18
0.0299999999999999989,3617280,89257.0,86737.3732104694,0.1949,3,29
0.0299999999999999989,3630600,113655.0,110696.15940866819,0.2286,4,37
0.0299999999999999989,3633840,27653.0,26928.339854226004,0.1963,5,9
0.0299999999999999989,3644640,92151.0,89762.37439181014,0.2542,6,30
0.0299999999999999989,3647880,27676.0,26929.183002102527,0.1847,7,9
0.0299999999999999989,3654000,52335.0,50864.59172493077,0.2171,8,17
0.0299999999999999989,3663360,79948.0,77800.02102311616,0.1938,9,26
0.0299999999999999989,3691800,241346.0,236481.12084956196,0.2231,10,79
0.0299999999999999989,3692160,2611.0,2864.7203018304695,0.0000,11,1
0.0299999999999999989,3703320,95295.0,92558.38012929766,0.1821,12,31
0.0299999999999999989,3719160,135451.0,131679.15833856034,0.1517,13,44
0.0299999999999999989,3741840,194173.0,188573.33366670352,0.2115,14,63
0.04000000000000000083,3600360,2585.0,2864.1054663958175,0.0000,1,1
0.04000000000000000083,3606120,49571.0,47725.00424411139,0.2020,2,16
0.04000000000000000083,3613320,62096.0,59793.71425372095,0.2388,3,20
0.04000000000000000083,3628800,133667.0,128567.814395726,0.2443,4,43
0.04000000000000000083,3630960,18621.0,17943.15503516119,0.2350,5,6
0.04000000000000000083,3633840,24761.0,23927.816777917877,0.1531,6,8
0.04000000000000000083,3643200,80843.0,77747.56513282208,0.2791,7,26
0.04000000000000000083,3645360,18593.0,17945.96981806441,0.1811,8,6
0.04000000000000000083,3648600,27945.0,26916.77859479343,0.2156,9,9
0.04000000000000000083,3655440,59037.0,56822.94984377108,0.2650,10,19
0.04000000000000000083,3661560,52852.0,50842.21606453272,0.2433,11,17
0.04000000000000000083,3685680,208389.0,200380.08766086155,0.2434,12,67
0.04000000000000000083,3700080,124287.0,119658.79958477432,0.2008,13,40
0.04000000000000000083,3717360,149195.0,143597.20999752526,0.1796,14,48
0.04000000000000000083,3728160,93331.0,89757.70814548324,0.2455,15,30
0.0500000000000000028,3600360,2585.0,2864.1054663958175,0.0000,1,1
0.0500000000000000028,3605400,43820.0,41738.209558518756,0.2224,2,14
0.0500000000000000028,3608640,28222.0,26893.618283240954,0.2751,3,9
0.0500000000000000028,3612960,37589.0,35865.54104139383,0.2346,4,12
0.0500000000000000028,3620880,68960.0,65752.35862821099,0.2941,5,22
0.0500000000000000028,3629160,72019.0,68748.04671672563,0.2459,6,23
0.0500000000000000028,3630960,15618.0,14947.965935335988,0.2290,7,5
0.0500000000000000028,3633480,21835.0,20928.750218183333,0.1687,8,7
0.0500000000000000028,3635280,15672.0,14945.698164639396,0.2332,9,5
0.0500000000000000028,3645720,90911.0,86684.81545308013,0.2537,10,29
0.0500000000000000028,3646080,3129.0,2989.589664164434,0.0000,11,1
0.0500000000000000028,3648960,25069.0,23915.163364857064,0.2180,12,8
0.0500000000000000028,3655080,53356.0,50816.29237657994,0.2763,13,17
0.0500000000000000028,3660480,47067.0,44839.918096732414,0.2501,14,15
0.0500000000000000028,3662640,18808.0,17937.96089579058,0.2374,15,6
0.0500000000000000028,3689640,235371.0,224209.9309241575,0.2303,16,75
0.0500000000000000028,3696120,56471.0,53822.4586273613,0.2496,17,18
0.0500000000000000028,3700080,34439.0,32896.99271886298,0.2112,18,11
0.0500000000000000028,3714840,128592.0,122602.65704075477,0.2020,19,41
0.0500000000000000028,3730320,134942.0,128595.08215034496,0.2003,20,43
0.0599999999999999978,3600360,2585.0,2864.1054663958175,0.0000,1,1
0.0599999999999999978,3604680,37896.0,35759.679863961894,0.2474,2,12
0.0599999999999999978,3606120,12619.0,11949.189642887553,0.2015,3,4
0.0599999999999999978,3610800,41138.0,38833.64798876727,0.2691,4,13
0.0599999999999999978,3612960,18995.0,17923.470198131476,0.2226,5,6
0.0599999999999999978,3615480,22153.0,20911.480586132086,0.2666,6,7
0.0599999999999999978,3628440,113703.0,107556.09847335677,0.2576,7,36
0.0599999999999999978,3628800,3137.0,2988.951990992514,0.0000,8,1
0.0599999999999999978,3629880,9493.0,8962.846786612827,0.1962,9,3
0.0599999999999999978,3631320,12628.0,11951.981588380237,0.2128,10,4
0.0599999999999999978,3632760,12600.0,11953.42140256684,0.1605,11,4
0.0599999999999999978,3633840,9461.0,8964.67379388534,0.1785,12,3
0.0599999999999999978,3636000,18982.0,17926.41799396842,0.2471,13,6
0.0599999999999999978,3645360,82133.0,77688.20544650314,0.2586,14,26
